ID,score
1,0.5959376600598835
2,0.705898019621169
3,0.507731340093688
4,1.1789708294815122
5,0.4275632337631057
6,0.40121277958548046
7,0.5802643886785006
8,0.8020155348089782
9,1.4770366257270926
10,2.7079004804996694
11,0.9557295813528245
12,2.7079004804996694
13,1.2896125058104728
14,1.9604824184219467
15,3.2494805765996038
16,2.7079004804996694
17,5.415800960999339
18,3.2494805765996038
19,2.94072362763292
20,2.7079004804996694
21,2.7079004804996694
22,3.2494805765996038
23,2.5792250116209456
24,0.8551264675262114
25,1.0831601921998677
26,2.5970583576979163
27,3.6706697020300787
28,2.4239211338513886
29,1.8052669869997795
30,1.4770366257270926
31,5.067421426988146
32,1.0379024568116189
33,1.6526735003532196
34,1.8179408503885417
35,1.8230418737078733
36,4.061850720749504
37,2.030925360374752
38,1.7644341765797522
39,2.006063897927402
40,1.805457508134662
41,2.272426062985677
42,1.3888134677958939
43,0.6117782836716797
44,2.2568218851683275
45,2.0199342782094907
46,1.514950708657118
47,2.0199342782094907
48,1.3984160387604168
49,1.6040310696179565
50,1.6413250073951473
51,2.20554272072469
52,3.2453560770131036
53,0.6786285294537509
54,2.20554272072469
55,0.5642054712920819
56,0.8402067507522628
57,0.5241097704192909
58,2.294168563768799
59,0.9557295813528245
60,1.0379024568116189
61,0.6769751201249173
62,2.6749638209244186
63,1.4543526803108333
64,2.0922219660412593
65,2.60705728067658
66,0.5241097704192909
67,2.2371967211840267
68,0
69,1.7878087487763525
70,2.496101954449565
71,1.7462750955830302
72,1.0831601921998677
73,0.9568109738887061
74,0.7064088209999138
75,1.018168662154334
76,1.3664505972269274
77,0
78,0.5864325323834005
79,1.2603101261283942
80,0.9200305840090437
81,0.7904090653863224
82,1.176289451053168
83,1.3539502402498347
84,0.7647228545895997
85,0.6498961153199206
86,4.563817400479706
87,1.3637356116083308
88,0.9026334934998897
89,2.7079004804996694
90,1.6489796543405435
91,3.499098102229194
92,0.7064088209999138
93,0.705898019621169
94,0.928649566620922
95,1.0660367386518022
96,1.2036383387564413
97,0.8551264675262114
98,1.4016213818105328
99,0.78498152527594
100,1.6526735003532196
101,0.7064088209999138
102,0.7385183128635463
103,0.5802643886785006
104,1.4950628072645682
105,0.6554767325053712
106,1.2896125058104728
107,1.9136219477774121
108,1.0766333775855244
109,1.694587232439777
110,1.2498002217690782
111,0.965965711060547
112,1.6040310696179565
113,2.030925360374752
114,1.4770366257270926
115,0.928649566620922
116,0
117,1.2498002217690782
118,0.8551264675262114
119,0.9828351229556105
120,0.9568109738887061
121,0
122,1.1888728092997416
123,0.7945835467465112
124,1.7046695145104134
125,1.0670484972093455
126,1.2498002217690782
127,0.7736858515713341
128,0.5241097704192909
129,0
130,1.2036383387564413
131,1.0379024568116189
132,0.7057736706319008
133,0.7271763401554167
134,1.0831601921998677
135,1.8353348510150393
136,2.3210575547140024
137,1.8052669869997795
138,1.7837760341471334
139,0.8206625036975737
140,0.6534941394739822
141,0.9200305840090437
142,0.592043500327432
143,1.3109534650107424
144,4.061850720749504
145,0.7522739617227758
146,0.9557295813528245
147,0.5415800960999338
148,1.1284109425841637
149,0.8206625036975737
150,2.1320316010496225
151,0.9557295813528245
152,0.9089704251942708
153,0.8020155348089782
154,0.507731340093688
155,2.6589055306536857
156,0.8649708330165803
157,1.0831601921998677
158,0.7271763401554167
159,0.635666837397209
160,1.1381195171270793
161,0.705898019621169
162,1.176289451053168
163,1.0097829403320613
164,1.47036181381646
165,0.9828351229556105
166,0.78498152527594
167,1.0176691586220121
168,2.388250017978862
169,1.1605287773570012
170,1.003031948963701
171,1.5045479234455517
172,0.6249001108845391
173,1.6684862281954904
174,0
175,1.3888134677958939
176,1.6247402882998019
177,1.8052669869997795
178,0.5681065157464192
179,2.94072362763292
180,1.5045479234455517
181,0
182,0.9146129976080105
183,1.4669234709166363
184,0.5802643886785006
185,1.1367347407554076
186,1.3539502402498347
187,1.1185983605920133
188,1.8930126102326381
189,1.7577974237874496
190,1.003031948963701
191,2.1828438694787877
192,0.9026334934998897
193,2.0199342782094907
194,0.7736858515713341
195,0.8551264675262114
196,0.6786285294537509
197,0.8924724739226784
198,3.2494805765996038
199,0.7341339404060158
200,2.20554272072469
201,0.8123701441499009
202,0.6810716114970097
203,1.5249025987715057
204,0.9026334934998897
205,1.1213892944403836
206,1.0036844801008562
207,0.8739689766738282
208,1.2630386008393417
209,1.805457508134662
210,1.0831601921998677
211,0.9089704251942708
212,1.8179408503885417
213,1.3047413219298503
214,1.069376970816789
215,0.8020155348089782
216,0.7064088209999138
217,0.9535002560958136
218,1.47036181381646
219,0.5415800960999338
220,0.6114203019255814
221,1.9237003120189098
222,0.7221830032538649
223,0.7671452941651096
224,3.0090958468911033
225,1.2896125058104728
226,1.3539502402498347
227,0.9026334934998897
228,1.2498002217690782
229,0
230,0.8523347572552067
231,0.7736858515713341
232,1.911459162705649
233,1.2896125058104728
234,1.1605287773570012
235,1.2036383387564413
236,0.5415800960999338
237,0.78498152527594
238,0.8342431140977452
239,1.805457508134662
240,1.4770366257270926
241,1.191875320119767
242,0.6017556623332598
243,1.069376970816789
244,2.0922219660412593
245,1.2498002217690782
246,2.20554272072469
247,0.8123701441499009
248,1.6634054481088083
249,1.1381195171270793
250,3.610915016269324
251,0.9557295813528245
252,1.015462680187376
253,0.9242665436998045
254,1.1205105436550356
255,1.1362130314928385
256,0.9937822525286745
257,2.937114372989722
258,4.078159673013664
259,0.6818678058041654
260,2.0922219660412593
261,1.7790530319000901
262,0.7064088209999138
263,0.757475354328559
